ZCTA,Total:,Not Hispanic or Latino:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,,,,,,,,,,
ZCTA5 14056,216,216,216,0,0,0,,,,,,,,,,
ZCTA5 14057,"7,873","7,683","7,460",22,4,72,,,,,,,,,,
ZCTA5 14058,"2,214","2,028","1,934",21,0,0,,,,,,,,,,
ZCTA5 14059,"9,553","9,517","9,393",0,29,52,,,,,,,,,,
ZCTA5 14060,358,358,322,0,5,0,,,,,,,,,,
ZCTA5 14061,69,69,69,0,0,0,,,,,,,,,,
ZCTA5 14062,"3,460","3,344","3,218",0,4,29,,,,,,,,,,
ZCTA5 14063,"13,453","12,391","11,091",479,40,320,,,,,,,,,,
ZCTA5 14065,"1,674","1,661","1,617",0,1,2,,,,,,,,,,
ZCTA5 14066,"1,186","1,184","1,174",0,5,0,,,,,,,,,,
ZCTA5 14067,"4,387","4,336","4,111",167,6,0,,,,,,,,,,
ZCTA5 14068,"7,528","7,393","6,222",299,0,441,,,,,,,,,,
ZCTA5 14069,604,603,557,1,8,0,,,,,,,,,,
ZCTA5 14070,"6,090","5,798","5,077",39,451,19,,,,,,,,,,
ZCTA5 14072,"21,340","20,704","19,159",468,13,436,,,,,,,,,,
ZCTA5 14075,"44,452","43,602","42,189",463,71,224,,,,,,,,,,
ZCTA5 14080,"4,107","4,088","3,947",29,0,0,,,,,,,,,,
ZCTA5 14081,"2,961","2,915","1,859",28,697,44,,,,,,,,,,
ZCTA5 14082,657,657,656,0,1,0,,,,,,,,,,
ZCTA5 14083,14,14,14,0,0,0,,,,,,,,,,
ZCTA5 14085,"7,607","7,541","7,144",36,0,72,,,,,,,,,,
ZCTA5 14086,"34,961","34,343","33,440",429,16,207,,,,,,,,,,
ZCTA5 14091,"1,526","1,413",865,26,349,5,,,,,,,,,,
ZCTA5 14092,"10,744","10,504","9,732",97,204,137,,,,,,,,,,
ZCTA5 14094,"50,403","48,735","43,124","2,601",192,436,,,,,,,,,,
ZCTA5 14098,"3,092","2,991","2,911",4,32,0,,,,,,,,,,
ZCTA5 14101,"1,807","1,735","1,588",0,7,0,,,,,,,,,,
ZCTA5 14102,"1,421","1,379","1,323",0,32,0,,,,,,,,,,
ZCTA5 14103,"10,641","9,988","8,897",547,46,142,,,,,,,,,,
ZCTA5 14105,"4,740","4,590","4,454",57,16,4,,,,,,,,,,
ZCTA5 14108,"5,665","5,640","5,425",17,48,6,,,,,,,,,,
ZCTA5 14109,"1,109","1,002",802,72,16,54,,,,,,,,,,
ZCTA5 14111,"3,191","3,186","3,106",18,0,4,,,,,,,,,,
ZCTA5 14112,75,75,75,0,0,0,,,,,,,,,,
ZCTA5 14113,694,684,684,0,0,0,,,,,,,,,,
ZCTA5 14120,"44,079","43,585","41,331",720,105,292,,,,,,,,,,
ZCTA5 14125,"3,593","3,482","3,342",35,9,7,,,,,,,,,,
ZCTA5 14126,614,605,605,0,0,0,,,,,,,,,,
ZCTA5 14127,"30,416","29,605","28,126",437,73,170,,,,,,,,,,
ZCTA5 14129,"1,235","1,199",939,4,141,5,,,,,,,,,,
ZCTA5 14130,117,117,113,4,0,0,,,,,,,,,,
ZCTA5 14131,"4,988","4,847","4,659",87,0,3,,,,,,,,,,
ZCTA5 14132,"6,930","6,819","6,234",2,275,174,,,,,,,,,,
ZCTA5 14134,73,66,66,0,0,0,,,,,,,,,,
ZCTA5 14135,122,122,122,0,0,0,,,,,,,,,,
ZCTA5 14136,"4,916","4,724","4,603",45,17,0,,,,,,,,,,
ZCTA5 14138,"1,932","1,787","1,762",11,0,0,,,,,,,,,,
ZCTA5 14139,"1,839","1,835","1,776",9,0,2,,,,,,,,,,
ZCTA5 14141,"7,705","7,644","7,518",32,16,30,,,,,,,,,,
ZCTA5 14143,"1,056","1,030",878,32,0,0,,,,,,,,,,
ZCTA5 14145,"1,268","1,210","1,190",0,20,0,,,,,,,,,,
ZCTA5 14150,"41,956","40,382","37,213","1,317",15,869,,,,,,,,,,
ZCTA5 14166,247,247,247,0,0,0,,,,,,,,,,
ZCTA5 14167,"1,815","1,815","1,711",27,0,0,,,,,,,,,,
ZCTA5 14168,113,113,113,0,0,0,,,,,,,,,,
ZCTA5 14169,80,80,80,0,0,0,,,,,,,,,,
ZCTA5 14170,"2,416","2,345","2,313",0,0,0,,,,,,,,,,
ZCTA5 14171,"1,840","1,783","1,623",15,15,0,,,,,,,,,,
ZCTA5 14172,"2,836","2,802","2,598",7,3,0,,,,,,,,,,
ZCTA5 14173,205,205,171,0,0,0,,,,,,,,,,
ZCTA5 14174,"5,798","5,648","5,498",9,40,69,,,,,,,,,,
ZCTA5 14201,"12,403","7,735","4,769","2,337",0,245,,,,,,,,,,
ZCTA5 14202,"3,909","3,251","2,148","1,021",16,55,,,,,,,,,,
ZCTA5 14203,"2,046","1,752",686,828,12,201,,,,,,,,,,
ZCTA5 14204,"8,043","6,910","1,653","5,031",7,16,,,,,,,,,,
ZCTA5 14206,"21,479","19,750","15,644","2,158",114,873,,,,,,,,,,
ZCTA5 14207,"25,661","20,186","11,336","3,399",97,"3,451",,,,,,,,,,
ZCTA5 14208,"11,029","10,745","1,505","8,285",14,604,,,,,,,,,,
ZCTA5 14209,"9,009","8,393","4,469","3,405",74,232,,,,,,,,,,
ZCTA5 14210,"15,342","14,017","11,975","1,182",49,95,,,,,,,,,,
ZCTA5 14211,"23,458","21,649","2,737","14,903",37,"3,157",,,,,,,,,,
ZCTA5 14212,"12,127","10,989","4,780","3,577",151,"2,019",,,,,,,,,,
ZCTA5 14213,"24,047","18,576","10,367","4,320",167,"2,907",,,,,,,,,,
ZCTA5 14214,"21,505","20,323","10,376","6,951",102,"1,978",,,,,,,,,,
ZCTA5 14215,"42,600","40,426","6,273","29,921",3,"1,983",,,,,,,,,,
ZCTA5 14216,"24,445","21,833","17,726","3,046",74,325,,,,,,,,,,
ZCTA5 14217,"22,839","21,894","19,483","1,295",113,172,,,,,,,,,,
ZCTA5 14218,"20,620","19,349","15,172","2,992",89,46,,,,,,,,,,
ZCTA5 14219,"11,009","10,514","10,075",65,25,0,,,,,,,,,,
ZCTA5 14220,"24,667","22,180","20,357",737,67,396,,,,,,,,,,
ZCTA5 14221,"54,836","53,416","46,440","1,349",27,"4,158",,,,,,,,,,
ZCTA5 14222,"16,081","14,801","11,800","1,797",35,620,,,,,,,,,,
ZCTA5 14223,"22,264","21,421","19,080","1,006",28,763,,,,,,,,,,
ZCTA5 14224,"40,968","39,666","38,397",618,37,129,,,,,,,,,,
ZCTA5 14225,"34,471","33,126","26,159","4,390",80,861,,,,,,,,,,
ZCTA5 14226,"29,818","28,134","22,142","2,483",186,"1,764",,,,,,,,,,
ZCTA5 14227,"20,990","20,250","18,325","1,465",28,295,,,,,,,,,,
ZCTA5 14228,"24,435","22,844","16,953","1,849",87,"3,495",,,,,,,,,,
ZCTA5 14260,814,716,445,107,8,129,,,,,,,,,,
ZCTA5 14261,"4,748","4,078","2,292",519,9,"1,079",,,,,,,,,,
ZCTA5 14301,"12,033","11,373","6,899","3,521",68,55,,,,,,,,,,
ZCTA5 14302,229,229,107,116,0,6,,,,,,,,,,
ZCTA5 14303,"6,466","5,651","3,505","1,091",124,306,,,,,,,,,,
ZCTA5 14304,"28,625","27,556","25,293",676,321,468,,,,,,,,,,
ZCTA5 14305,"16,873","15,762","9,988","4,588",165,158,,,,,,,,,,
ZCTA5 14411,"13,194","12,840","10,839","1,493",3,67,,,,,,,,,,
ZCTA5 14413,80,80,77,0,0,3,,,,,,,,,,
ZCTA5 14414,"6,774","6,644","6,339",37,15,116,,,,,,,,,,
ZCTA5 14415,142,142,142,0,0,0,,,,,,,,,,
ZCTA5 14416,"3,975","3,918","3,833",17,1,22,,,,,,,,,,
ZCTA5 14418,"1,118","1,118","1,060",2,0,55,,,,,,,,,,
ZCTA5 14420,"19,951","18,170","16,645",818,1,374,,,,,,,,,,
ZCTA5 14422,"1,921","1,880","1,766",21,0,14,,,,,,,,,,
ZCTA5 14423,"4,742","4,514","4,170",146,0,23,,,,,,,,,,
ZCTA5 14424,"28,458","27,003","25,875",394,35,135,,,,,,,,,,
ZCTA5 14425,"12,919","12,393","11,425",318,0,228,,,,,,,,,,
ZCTA5 14427,"1,766","1,738","1,637",0,8,0,,,,,,,,,,
ZCTA5 14428,"7,195","7,007","6,763",71,6,51,,,,,,,,,,
ZCTA5 14432,"5,156","4,896","4,771",23,0,4,,,,,,,,,,
ZCTA5 14433,"3,948","3,887","3,751",87,0,0,,,,,,,,,,
ZCTA5 14435,"2,220","2,220","2,133",8,0,0,,,,,,,,,,
ZCTA5 14437,"9,014","8,737","8,543",87,1,14,,,,,,,,,,
ZCTA5 14441,302,287,286,0,0,1,,,,,,,,,,
ZCTA5 14445,"7,654","7,142","6,570",200,35,66,,,,,,,,,,
ZCTA5 14450,"43,264","41,524","38,614",692,35,"1,088",,,,,,,,,,
ZCTA5 14453,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 14454,"11,349","10,823","9,967",339,0,263,,,,,,,,,,
ZCTA5 14456,"19,210","17,170","14,787","1,049",38,631,,,,,,,,,,
ZCTA5 14462,845,829,778,0,0,0,,,,,,,,,,
ZCTA5 14463,287,287,282,0,5,0,,,,,,,,,,
ZCTA5 14464,"7,087","7,019","6,846",32,0,4,,,,,,,,,,
ZCTA5 14466,"1,476","1,448","1,442",0,0,0,,,,,,,,,,
ZCTA5 14467,"10,589","10,159","8,158",841,2,747,,,,,,,,,,
ZCTA5 14468,"18,154","17,190","16,678",303,24,20,,,,,,,,,,
ZCTA5 14469,"5,915","5,886","5,804",28,1,0,,,,,,,,,,
ZCTA5 14470,"7,554","7,144","6,757",129,8,70,,,,,,,,,,
ZCTA5 14471,"2,778","2,770","2,570",162,0,10,,,,,,,,,,
ZCTA5 14472,"9,407","9,219","8,721",53,0,94,,,,,,,,,,
ZCTA5 14475,320,312,305,0,0,7,,,,,,,,,,
ZCTA5 14476,"2,403","2,105","2,097",0,8,0,,,,,,,,,,
ZCTA5 14477,"1,682","1,682","1,638",21,15,2,,,,,,,,,,
ZCTA5 14478,"1,527","1,507","1,479",19,0,0,,,,,,,,,,
ZCTA5 14479,136,136,136,0,0,0,,,,,,,,,,
ZCTA5 14480,730,726,657,59,0,0,,,,,,,,,,
ZCTA5 14481,"1,774","1,765","1,658",9,0,22,,,,,,,,,,
ZCTA5 14482,"8,397","8,171","7,733",108,5,138,,,,,,,,,,
ZCTA5 14485,"4,017","3,863","3,610",17,0,64,,,,,,,,,,
ZCTA5 14486,342,342,342,0,0,0,,,,,,,,,,
ZCTA5 14487,"5,934","5,840","5,334",4,0,158,,,,,,,,,,
ZCTA5 14489,"7,414","6,968","6,207",384,4,0,,,,,,,,,,
ZCTA5 14502,"10,115","9,923","9,051",84,0,317,,,,,,,,,,
ZCTA5 14504,"1,507","1,480","1,414",3,3,31,,,,,,,,,,
ZCTA5 14505,"4,989","4,781","4,668",27,5,0,,,,,,,,,,
ZCTA5 14506,775,775,763,0,0,0,,,,,,,,,,
ZCTA5 14507,"1,010",992,938,33,0,5,,,,,,,,,,
ZCTA5 14510,"4,860","4,368","4,095",106,31,0,,,,,,,,,,
ZCTA5 14511,454,426,368,10,0,0,,,,,,,,,,
ZCTA5 14512,"4,668","4,622","4,457",10,6,64,,,,,,,,,,
ZCTA5 14513,"13,986","12,184","11,085",371,6,131,,,,,,,,,,
ZCTA5 14514,"6,027","5,823","5,026",591,7,55,,,,,,,,,,
ZCTA5 14515,155,155,155,0,0,0,,,,,,,,,,
ZCTA5 14516,"2,277","2,231","2,104",68,0,30,,,,,,,,,,
ZCTA5 14517,"2,684","2,645","2,513",50,5,0,,,,,,,,,,
ZCTA5 14519,"12,502","12,202","11,535",104,7,50,,,,,,,,,,
ZCTA5 14521,"3,245","3,092","2,703",288,0,0,,,,,,,,,,
ZCTA5 14522,"9,636","9,440","9,088",26,9,161,,,,,,,,,,
ZCTA5 14525,"2,493","2,479","2,431",12,0,0,,,,,,,,,,
ZCTA5 14526,"19,931","19,152","17,592",295,8,587,,,,,,,,,,
ZCTA5 14527,"12,878","12,526","12,131",98,0,133,,,,,,,,,,
ZCTA5 14529,38,38,38,0,0,0,,,,,,,,,,
ZCTA5 14530,"6,463","6,182","5,441",232,0,0,,,,,,,,,,
ZCTA5 14532,"4,124","3,923","3,857",3,0,0,,,,,,,,,,
ZCTA5 14533,"1,915","1,829","1,815",10,0,0,,,,,,,,,,
ZCTA5 14534,"33,041","31,632","27,369",651,1,"2,598",,,,,,,,,,
ZCTA5 14536,622,610,580,5,0,14,,,,,,,,,,
ZCTA5 14537,79,79,74,0,0,0,,,,,,,,,,
ZCTA5 14539,65,65,65,0,0,0,,,,,,,,,,
ZCTA5 14541,"4,211","3,815","2,629","1,010",9,2,,,,,,,,,,
ZCTA5 14542,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 14543,"3,242","3,208","2,994",130,0,33,,,,,,,,,,
ZCTA5 14544,"2,062","1,952","1,889",2,0,14,,,,,,,,,,
ZCTA5 14545,113,113,106,0,0,0,,,,,,,,,,
ZCTA5 14546,"4,949","4,776","4,437",200,2,21,,,,,,,,,,
ZCTA5 14548,"4,285","4,030","3,965",9,25,0,,,,,,,,,,
ZCTA5 14549,343,343,343,0,0,0,,,,,,,,,,
ZCTA5 14550,"1,446","1,446","1,363",49,0,12,,,,,,,,,,
ZCTA5 14551,"5,586","5,179","4,524",438,1,31,,,,,,,,,,
ZCTA5 14555,"1,084","1,059",915,64,0,0,,,,,,,,,,
ZCTA5 14556,"1,733","1,398",623,729,0,8,,,,,,,,,,
ZCTA5 14557,145,126,126,0,0,0,,,,,,,,,,
ZCTA5 14559,"18,939","18,355","17,473",250,4,93,,,,,,,,,,
ZCTA5 14560,"2,222","2,178","2,057",0,0,1,,,,,,,,,,
ZCTA5 14561,"2,643","2,497","2,482",0,0,0,,,,,,,,,,
ZCTA5 14564,"16,144","15,852","14,719",229,0,472,,,,,,,,,,
ZCTA5 14568,"6,423","6,135","6,032",7,0,27,,,,,,,,,,
ZCTA5 14569,"6,251","6,145","5,977",63,0,27,,,,,,,,,,
ZCTA5 14571,"1,143","1,120","1,016",81,0,0,,,,,,,,,,
ZCTA5 14572,"4,686","4,508","4,279",31,0,0,,,,,,,,,,
ZCTA5 14580,"54,214","52,317","48,000","1,318",32,"1,875",,,,,,,,,,
ZCTA5 14585,148,134,134,0,0,0,,,,,,,,,,
ZCTA5 14586,"12,795","12,519","8,879","1,276",5,"1,966",,,,,,,,,,
ZCTA5 14588,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 14589,"7,558","7,189","6,663",196,4,6,,,,,,,,,,
ZCTA5 14590,"5,055","4,867","4,647",33,12,7,,,,,,,,,,
ZCTA5 14591,"1,538","1,424","1,378",0,0,0,,,,,,,,,,
ZCTA5 14592,142,142,127,0,0,0,,,,,,,,,,
ZCTA5 14604,"2,436","2,285","1,633",400,0,209,,,,,,,,,,
ZCTA5 14605,"11,295","7,520","1,066","5,616",9,641,,,,,,,,,,
ZCTA5 14606,"27,730","23,752","16,262","5,525",30,"1,049",,,,,,,,,,
ZCTA5 14607,"17,780","16,539","14,274","1,330",5,471,,,,,,,,,,
ZCTA5 14608,"11,987","10,366","3,285","5,584",17,464,,,,,,,,,,
ZCTA5 14609,"40,959","33,311","18,165","12,394",78,359,,,,,,,,,,
ZCTA5 14610,"13,779","12,952","11,349",866,10,386,,,,,,,,,,
ZCTA5 14611,"18,234","15,330","3,869","10,210",76,257,,,,,,,,,,
ZCTA5 14612,"34,619","31,922","27,682","2,331",25,622,,,,,,,,,,
ZCTA5 14613,"15,697","12,912","3,755","7,520",12,"1,123",,,,,,,,,,
ZCTA5 14614,"1,155",960,332,595,12,12,,,,,,,,,,
ZCTA5 14615,"18,115","15,879","9,349","4,892",0,919,,,,,,,,,,
ZCTA5 14616,"27,230","23,906","19,497","2,912",14,451,,,,,,,,,,
ZCTA5 14617,"22,466","20,785","19,140",801,12,245,,,,,,,,,,
ZCTA5 14618,"24,079","23,102","19,243","1,209",37,"1,699",,,,,,,,,,
ZCTA5 14619,"14,447","13,452","3,012","9,770",6,137,,,,,,,,,,
ZCTA5 14620,"23,711","21,819","15,977","2,504",53,"2,011",,,,,,,,,,
ZCTA5 14621,"33,058","20,914","5,868","13,418",47,436,,,,,,,,,,
ZCTA5 14622,"13,141","11,818","10,258",743,2,349,,,,,,,,,,
ZCTA5 14623,"25,995","24,751","17,137","2,934",31,"3,637",,,,,,,,,,
ZCTA5 14624,"38,993","36,787","30,613","4,273",21,890,,,,,,,,,,
ZCTA5 14625,"9,955","9,603","8,992",118,15,168,,,,,,,,,,
ZCTA5 14626,"29,738","27,462","23,668","1,862",5,969,,,,,,,,,,
ZCTA5 14627,"2,938","2,686","1,856",327,0,394,,,,,,,,,,
ZCTA5 14642,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 14701,"39,250","35,962","33,725",748,45,89,,,,,,,,,,
ZCTA5 14706,"5,905","5,854","5,434",90,110,43,,,,,,,,,,
ZCTA5 14707,76,76,76,0,0,0,,,,,,,,,,
ZCTA5 14708,180,148,135,0,0,0,,,,,,,,,,
ZCTA5 14709,"1,325","1,325","1,285",14,0,16,,,,,,,,,,
ZCTA5 14710,"3,392","3,357","3,318",0,0,22,,,,,,,,,,
ZCTA5 14711,"1,985","1,975","1,934",1,6,2,,,,,,,,,,
ZCTA5 14712,"2,817","2,813","2,719",7,11,0,,,,,,,,,,
ZCTA5 14714,532,482,479,0,0,0,,,,,,,,,,
ZCTA5 14715,"2,485","2,459","2,422",16,10,2,,,,,,,,,,
ZCTA5 14716,"2,554","2,216","1,722",334,54,30,,,,,,,,,,
ZCTA5 14717,503,503,488,0,10,0,,,,,,,,,,
ZCTA5 14718,"2,053","1,978","1,738",208,4,10,,,,,,,,,,
ZCTA5 14719,"3,251","3,158","3,056",7,9,0,,,,,,,,,,
ZCTA5 14720,885,830,785,0,0,0,,,,,,,,,,
ZCTA5 14721,152,143,141,0,0,0,,,,,,,,,,
ZCTA5 14722,195,173,161,9,0,0,,,,,,,,,,
ZCTA5 14723,"1,149","1,127","1,095",0,0,9,,,,,,,,,,
ZCTA5 14724,"2,695","2,668","2,600",3,0,12,,,,,,,,,,
ZCTA5 14726,"2,371","2,367","2,337",0,1,0,,,,,,,,,,
ZCTA5 14727,"5,051","5,015","4,941",0,15,0,,,,,,,,,,
ZCTA5 14728,994,988,949,0,0,0,,,,,,,,,,
ZCTA5 14729,902,898,888,2,0,0,,,,,,,,,,
ZCTA5 14731,"1,277","1,271","1,240",0,8,0,,,,,,,,,,
ZCTA5 14732,44,44,44,0,0,0,,,,,,,,,,
ZCTA5 14733,"3,446","3,424","3,352",12,0,1,,,,,,,,,,
ZCTA5 14735,"2,803","2,737","2,715",0,7,0,,,,,,,,,,
ZCTA5 14736,167,167,167,0,0,0,,,,,,,,,,
ZCTA5 14737,"4,238","3,998","3,769",11,21,4,,,,,,,,,,
ZCTA5 14738,"3,432","3,363","3,321",20,1,0,,,,,,,,,,
ZCTA5 14739,"2,608","2,606","2,525",61,0,0,,,,,,,,,,
ZCTA5 14740,"1,098","1,094","1,082",0,0,0,,,,,,,,,,
ZCTA5 14741,"1,843","1,839","1,825",3,2,0,,,,,,,,,,
ZCTA5 14742,175,175,175,0,0,0,,,,,,,,,,
ZCTA5 14743,"2,078","2,078","1,933",95,5,6,,,,,,,,,,
ZCTA5 14744,"2,182","2,169","2,007",82,0,49,,,,,,,,,,
ZCTA5 14747,"2,097","2,093","2,056",4,0,0,,,,,,,,,,
ZCTA5 14748,541,541,444,0,86,4,,,,,,,,,,
ZCTA5 14750,"4,546","4,356","4,184",0,0,56,,,,,,,,,,
ZCTA5 14752,286,286,274,12,0,0,,,,,,,,,,
ZCTA5 14753,"1,125","1,118","1,086",8,9,0,,,,,,,,,,
ZCTA5 14754,526,526,526,0,0,0,,,,,,,,,,
ZCTA5 14755,"2,981","2,939","2,772",77,42,4,,,,,,,,,,
ZCTA5 14756,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 14757,"3,373","3,298","3,048",102,5,11,,,,,,,,,,
ZCTA5 14760,"17,618","17,434","15,883",320,153,302,,,,,,,,,,
ZCTA5 14767,"2,265","2,238","2,217",0,0,2,,,,,,,,,,
ZCTA5 14769,787,753,741,2,0,0,,,,,,,,,,
ZCTA5 14770,"2,847","2,824","2,678",21,9,1,,,,,,,,,,
ZCTA5 14772,"3,836","3,791","3,640",39,13,0,,,,,,,,,,
ZCTA5 14774,266,234,234,0,0,0,,,,,,,,,,
ZCTA5 14775,"2,524","2,359","2,311",5,4,15,,,,,,,,,,
ZCTA5 14777,582,567,549,0,0,4,,,,,,,,,,
ZCTA5 14778,"1,421","1,251","1,087",103,0,56,,,,,,,,,,
ZCTA5 14779,"7,014","6,704","4,984",112,"1,213",50,,,,,,,,,,
ZCTA5 14781,"1,834","1,771","1,659",0,10,11,,,,,,,,,,
ZCTA5 14782,"2,224","2,202","2,153",8,0,0,,,,,,,,,,
ZCTA5 14783,182,182,65,4,89,24,,,,,,,,,,
ZCTA5 14784,772,772,755,8,0,0,,,,,,,,,,
ZCTA5 14785,28,28,28,0,0,0,,,,,,,,,,
ZCTA5 14787,"4,717","4,526","4,344",8,0,174,,,,,,,,,,
ZCTA5 14788,102,99,34,63,2,0,,,,,,,,,,
ZCTA5 14801,"5,008","4,986","4,915",7,29,0,,,,,,,,,,
ZCTA5 14802,"4,431","4,050","3,321",497,0,146,,,,,,,,,,
ZCTA5 14803,"1,297","1,281","1,262",0,0,14,,,,,,,,,,
ZCTA5 14804,"1,535","1,534","1,455",0,0,15,,,,,,,,,,
ZCTA5 14805,810,810,805,0,5,0,,,,,,,,,,
ZCTA5 14806,"1,988","1,977","1,958",0,0,0,,,,,,,,,,
ZCTA5 14807,"2,938","2,790","2,674",17,25,3,,,,,,,,,,
ZCTA5 14808,530,530,507,8,0,0,,,,,,,,,,
ZCTA5 14809,"2,905","2,815","2,704",21,0,7,,,,,,,,,,
ZCTA5 14810,"11,504","11,354","10,689",474,12,1,,,,,,,,,,
ZCTA5 14812,"3,211","3,103","2,961",10,3,9,,,,,,,,,,
ZCTA5 14813,"2,199","2,162","2,043",109,0,1,,,,,,,,,,
ZCTA5 14814,"2,222","2,195","2,121",10,0,64,,,,,,,,,,
ZCTA5 14815,722,711,676,0,0,0,,,,,,,,,,
ZCTA5 14816,577,577,526,0,6,35,,,,,,,,,,
ZCTA5 14817,"2,782","2,740","2,169",55,0,141,,,,,,,,,,
ZCTA5 14818,"1,968","1,951","1,911",0,0,15,,,,,,,,,,
ZCTA5 14819,740,729,718,0,0,4,,,,,,,,,,
ZCTA5 14820,627,627,596,0,2,0,,,,,,,,,,
ZCTA5 14821,"3,280","3,265","3,172",11,8,33,,,,,,,,,,
ZCTA5 14822,857,847,847,0,0,0,,,,,,,,,,
ZCTA5 14823,"3,691","3,663","3,501",22,0,103,,,,,,,,,,
ZCTA5 14824,691,687,667,14,1,0,,,,,,,,,,
ZCTA5 14825,789,789,773,1,0,5,,,,,,,,,,
ZCTA5 14826,"1,962","1,959","1,886",14,0,0,,,,,,,,,,
ZCTA5 14827,116,116,116,0,0,0,,,,,,,,,,
ZCTA5 14830,"19,031","18,701","17,679",396,10,395,,,,,,,,,,
ZCTA5 14836,878,872,825,0,0,0,,,,,,,,,,
ZCTA5 14837,"5,828","5,777","5,580",76,2,5,,,,,,,,,,
ZCTA5 14838,"2,089","2,076","2,021",9,0,5,,,,,,,,,,
ZCTA5 14839,600,600,600,0,0,0,,,,,,,,,,
ZCTA5 14840,"2,567","2,515","2,422",36,5,1,,,,,,,,,,
ZCTA5 14841,644,644,619,0,0,0,,,,,,,,,,
ZCTA5 14842,913,913,913,0,0,0,,,,,,,,,,
ZCTA5 14843,"12,569","12,256","11,610",112,0,123,,,,,,,,,,
ZCTA5 14845,"21,004","20,648","18,461",719,0,614,,,,,,,,,,
ZCTA5 14846,778,776,775,1,0,0,,,,,,,,,,
ZCTA5 14847,"2,311","2,237","2,113",4,10,30,,,,,,,,,,
ZCTA5 14850,"67,991","63,492","47,986","2,568",9,"9,094",,,,,,,,,,
ZCTA5 14853,"2,125","1,827","1,071",345,8,342,,,,,,,,,,
ZCTA5 14854,77,77,77,0,0,0,,,,,,,,,,
ZCTA5 14855,810,807,792,0,0,13,,,,,,,,,,
ZCTA5 14856,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 14858,"1,357","1,354","1,280",0,13,2,,,,,,,,,,
ZCTA5 14859,"1,099","1,083","1,058",0,0,0,,,,,,,,,,
ZCTA5 14860,"1,192","1,182","1,135",9,3,15,,,,,,,,,,
ZCTA5 14861,"1,160","1,134","1,127",0,0,0,,,,,,,,,,
ZCTA5 14864,"1,093","1,039","1,016",0,13,1,,,,,,,,,,
ZCTA5 14865,"2,740","2,722","2,606",40,9,0,,,,,,,,,,
ZCTA5 14867,"5,532","5,532","5,469",48,0,0,,,,,,,,,,
ZCTA5 14869,"1,396","1,358","1,348",0,0,0,,,,,,,,,,
ZCTA5 14870,"9,891","9,719","8,533",339,0,598,,,,,,,,,,
ZCTA5 14871,"4,262","4,220","4,159",13,0,0,,,,,,,,,,
ZCTA5 14872,398,357,357,0,0,0,,,,,,,,,,
ZCTA5 14873,"2,260","2,252","2,084",6,0,70,,,,,,,,,,
ZCTA5 14874,151,151,151,0,0,0,,,,,,,,,,
ZCTA5 14877,713,713,674,0,0,26,,,,,,,,,,
ZCTA5 14878,649,643,642,0,0,0,,,,,,,,,,
ZCTA5 14879,"2,285","2,276","2,107",0,0,34,,,,,,,,,,
ZCTA5 14880,"1,711","1,691","1,578",1,0,8,,,,,,,,,,
ZCTA5 14881,206,206,206,0,0,0,,,,,,,,,,
ZCTA5 14882,"3,971","3,814","3,610",106,0,27,,,,,,,,,,
ZCTA5 14883,"4,696","4,615","4,318",138,0,65,,,,,,,,,,
ZCTA5 14884,317,314,313,0,0,0,,,,,,,,,,
ZCTA5 14885,680,671,658,0,2,0,,,,,,,,,,
ZCTA5 14886,"6,597","6,341","6,057",107,0,27,,,,,,,,,,
ZCTA5 14889,"1,433","1,427","1,331",13,3,11,,,,,,,,,,
ZCTA5 14891,"4,433","4,361","4,040",63,6,98,,,,,,,,,,
ZCTA5 14892,"7,894","7,695","7,262",229,0,43,,,,,,,,,,
ZCTA5 14893,50,50,50,0,0,0,,,,,,,,,,
ZCTA5 14894,"1,458","1,375","1,103",227,28,0,,,,,,,,,,
ZCTA5 14895,"9,219","9,188","8,906",47,35,4,,,,,,,,,,
ZCTA5 14897,661,661,644,0,0,0,,,,,,,,,,
ZCTA5 14898,"1,788","1,788","1,704",0,0,0,,,,,,,,,,
ZCTA5 14901,"15,656","14,745","11,681","2,122",61,228,,,,,,,,,,
ZCTA5 14903,"7,184","6,769","6,029",322,0,68,,,,,,,,,,
ZCTA5 14904,"14,696","14,177","12,121","1,196",0,28,,,,,,,,,,
ZCTA5 14905,"8,330","8,025","7,211",242,0,178,,,,,,,,,,
